312:14,S,'13',12@0:6,311
311:14,S,'13',12@0;12,S,11,6@0:69,310
53:'02',T,'60','02'@0.071;'02',T,'02','68'@0.2:02_cluster_A47934|96a3b7|567-597|214|02_cluster_A47934-63-Item5-PCP-Item6-Cond_Fill_0,68_cluster_HdaliensisNBRC106472.cluster001|4de7cc|6137-6149|9369|68_cluster_HdaliensisNBRC106472.cluster001-3548-Item60-PCP-Item61-Cond_Fill_0
48_cluster_WAC1424cluster109|3b5f08|556-585|6354|48_cluster_WAC1424cluster109-2485-Item29-PCP-Item28-Cond_Fill_0:9,S,'49','02'@0;'49',TL,'49','48'@0
48:11,TTD,-1,11@0;-1,DD,-1,-1@0:04_cluster_AazureaDSM43854|eaed41|563-592|470|04_cluster_AazureaDSM43854-157-Item2-PCP-Item3-Cond_Fill_0,71_cluster_Kistamicin|8e9844|1014-1048|9796|71_cluster_Kistamicin-3712-Item13-PCP-Item14-Cond_Fill_0
71_cluster_Kistamicin|8e9844|1014-1048|9796|71_cluster_Kistamicin-3712-Item13-PCP-Item14-Cond_Fill_0:-1,DD,-1,-1@0;-1,TLFD,-1,'71'@0
04_cluster_AazureaDSM43854|eaed41|563-592|470|04_cluster_AazureaDSM43854-157-Item2-PCP-Item3-Cond_Fill_0:-1,DD,-1,-1@0;-1,TLFD,-1,'04'@0.6
45:11,T,96,11@0;96,T,96,76@0.0065:25,44
44:96,T,96,76@0.0065;76,T,76,65@0.076:36,43
43:76,T,76,65@0.076;65,S,63,'53'@1:39,42
42:65,S,63,'53'@1;'53',T,'06','53'@0.5:06_cluster_Ajap-Ristocetin|fe5f01|565-595|752|06_cluster_Ajap-Ristocetin-284-Item2-PCP-Item3-Cond_Fill_0,53_cluster_WAC4197cluster073|c876dd|564-593|7160|53_cluster_WAC4197cluster073-2787-Item2-PCP-Item3-Cond_Fill_0
39:65,S,63,'53'@1;63,S,'25','27'@1:25_cluster_JPLW01000007|106ba6|562-591|3275|25_cluster_JPLW01000007-1281-Item2-PCP-Item3-Cond_Fill_0,27_cluster_KF882511-Ristocetin|106ba6|562-591|3579|27_cluster_KF882511-Ristocetin-1414-Item2-PCP-Item3-Cond_Fill_0
36:76,T,76,65@0.076;76,T,76,88@0.2:30,35
35:76,T,76,88@0.2;88,S,'44','46'@1:44_cluster_WAC1375|b413c5|569-597|5728|44_cluster_WAC1375-2127-Item2-PCP-Item3-Cond_Fill_0,34
34:88,S,'44','46'@1;'46',T,'46','45'@0.5:46_cluster_WAC1416cluster068|92ab0d|571-599|6068|46_cluster_WAC1416cluster068-2304-Item2-PCP-Item3-Cond_Fill_0,45_cluster_WAC1376cluster143|ff21dc|551-579|5924|45_cluster_WAC1376cluster143-2263-Item30-PCP-Item29-Cond_Fill_0
30:76,T,76,88@0.2;76,S,'52','08'@1:52_cluster_WAC4182cluster089|7af037|564-593|7046|52_cluster_WAC4182cluster089-2743-Item32-PCP-Item31-Cond_Fill_0,29
29:76,S,'52','08'@1;'08',T,'08','55'@0.5:08_cluster_AlurRistocetin|f97b18|562-591|1072|08_cluster_AlurRistocetin-431-Item31-PCP-Item30-Cond_Fill_0,55_cluster_WAC05977|c79709|563-590|7411|55_cluster_WAC05977-2902-Item2-PCP-Item3-Cond_Fill_0
25:96,T,96,76@0.0065;96,T,70,96@0.0056:19,24
24:96,T,70,96@0.0056;96,T,'11',96@0.21:11_cluster_AregGY080|d0f836|571-600|1460|11_cluster_AregGY080-601-Item2-PCP-Item3-Cond_Fill_0,23
23:96,T,'11',96@0.21;96,S,'05','14'@1:05_cluster_AbalhimycinaFH1894|8cd520|570-599|607|05_cluster_AbalhimycinaFH1894-230-Item2-PCP-Item3-Cond_Fill_0,14_cluster_Balhimycin|c600a7|570-599|1877|14_cluster_Balhimycin-708-Item2-PCP-Item3-Cond_Fill_0
19:96,T,70,96@0.0056;70,T,100,70@0.024:11,18
18:70,T,100,70@0.024;70,T,'03',70@0.074:03_cluster_AalbaDSM44262|b89e0c|569-597|346|03_cluster_AalbaDSM44262-95-Item2-PCP-Item3-Cond_Fill_0,17
17:70,T,'03',70@0.074;70,T,'09',70@0.2:09_cluster_AOHO0100074|5a50ae|570-598|1206|09_cluster_AOHO0100074-461-Item2-PCP-Item3-Cond_Fill_0,16
16:70,T,'09',70@0.2;70,S,'51','40'@1:51_cluster_WAC4169cluster051|ba280c|573-601|6817|51_cluster_WAC4169cluster051-2640-Item31-PCP-Item30-Cond_Fill_0,40_cluster_Vancomycin|b91546|571-599|5197|40_cluster_Vancomycin-1955-Item2-PCP-Item3-Cond_Fill_0
11:70,T,100,70@0.024;100,S,'18','26'@1:18_cluster_Chloroeremomycin-1|4e2bb9|568-596|2377|18_cluster_Chloroeremomycin-1-960-Item2-PCP-Item3-Cond_Fill_0,26_cluster_KaridNRRLB16535chlor|4e2bb9|568-596|3437|26_cluster_KaridNRRLB16535chlor-1354-Item2-PCP-Item3-Cond_Fill_0
01_cluster_A40926|3799f5|571-600|104|01_cluster_A40926-14-Item12-PCP-Item11-Cond_Fill_0:11,TTD,-1,11@0;-1,TLFD,-1,'01'@1
6:14,S,'13',12@0;'13',T,'13',58@0:2,5
5:'13',T,'13',58@0;58,S,'12','56'@1:12_cluster_ArifDSM43936-3|b905de|813-841|1589|12_cluster_ArifDSM43936-1-659-Item2-PCP-Item3-Cond_Fill_0,56_cluster_WAC06369|3856d8|789-817|7522|56_cluster_WAC06369-2950-Item6-PCP-Item7-Cond_Fill_0
2:'13',T,'13',58@0;'13',T,'42','13'@0.18:42_cluster_WAC00631|27de41|1045-1082|5431|42_cluster_WAC00631-2040-Item3-PCP-Item4-Cond_Fill_0,13_cluster_AspOK074cluster1|4c3536|694-734|1777|13_cluster_AspOK074cluster1-687-Item8-PCP-Item9-Cond_Fill_0
