312:60,S,59,46@1:36,311
311:60,S,59,46@1;46,S,'67',44@1:127,310
45:'31',D,'31','31'@0.6;'31',D,'31','31'@0.2:31_cluster_SluteocolorNRBC13826|ba0325|2067-2081|4083|31_cluster_SluteocolorNRBC13826-1608-Item9-PCP-Item10-Cond_Fill_0,44
44:'31',D,'31','31'@0.2;'31',T,'32','31'@0.2:32_cluster_Ssilaceus-1|7cf6a6|2067-2081|4198|32_cluster_Ssilaceus-1-1651-Item9-PCP-Item10-Cond_Fill_0,43
43:'31',T,'32','31'@0.2;'31',T,'31','32'@0.6:31_cluster_SluteocolorNRBC13826|ba0325|3130-3144|4089|31_cluster_SluteocolorNRBC13826-1608-Item12-PCP-Item13-Cond_Fill_0,32_cluster_Ssilaceus-1|7cf6a6|3130-3144|4204|32_cluster_Ssilaceus-1-1651-Item12-PCP-Item13-Cond_Fill_0
36:60,S,59,46@1;59,S,55,58@1:32,35
35:59,S,55,58@1;58,S,'12','56'@1:12_cluster_ArifDSM43936-3|b905de|1656-1670|1595|12_cluster_ArifDSM43936-1-659-Item5-PCP-Item6-Cond_Fill_0,56_cluster_WAC06369|3856d8|1632-1646|7528|56_cluster_WAC06369-2950-Item9-PCP-Item10-Cond_Fill_0
32:59,S,55,58@1;55,S,53,'68'@0.058:68_cluster_HdaliensisNBRC106472.cluster001|77aaf4|1004-1017|9250|68_cluster_HdaliensisNBRC106472.cluster001-3532-Item3-PCP-Item4-Cond_Fill_0,31
31:55,S,53,'68'@0.058;'68',D,'68','68'@0.11:23,30
30:'68',D,'68','68'@0.11;'68',D,'68','68'@0.65:68_cluster_HdaliensisNBRC106472.cluster001|4de7cc|4113-4124|9357|68_cluster_HdaliensisNBRC106472.cluster001-3548-Item54-PCP-Item55-Cond_Fill_0,29
29:'68',D,'68','68'@0.65;'68',D,'68','68'@0.77:68_cluster_HdaliensisNBRC106472.cluster001|4de7cc|1007-1023|9339|68_cluster_HdaliensisNBRC106472.cluster001-3548-Item45-PCP-Item46-Cond_Fill_0,28
28:'68',D,'68','68'@0.77;'68',D,'68','68'@0.88:68_cluster_HdaliensisNBRC106472.cluster001|55deb0|7202-7213|9308|68_cluster_HdaliensisNBRC106472.cluster001-3547-Item30-PCP-Item31-Cond_Fill_0,68_cluster_HdaliensisNBRC106472.cluster001|55deb0|8218-8232|9314|68_cluster_HdaliensisNBRC106472.cluster001-3547-Item33-PCP-Item34-Cond_Fill_0
23:'68',D,'68','68'@0.11;'68',D,'68','68'@0.16:19,22
22:'68',D,'68','68'@0.16;'68',D,'68','68'@0.93:68_cluster_HdaliensisNBRC106472.cluster001|55deb0|5199-5210|9296|68_cluster_HdaliensisNBRC106472.cluster001-3547-Item24-PCP-Item25-Cond_Fill_0,68_cluster_HdaliensisNBRC106472.cluster001|55deb0|1029-1043|9272|68_cluster_HdaliensisNBRC106472.cluster001-3547-Item12-PCP-Item13-Cond_Fill_0
19:'68',D,'68','68'@0.16;'68',T,'68',58@0.22:9,18
18:'68',T,'68',58@0.22;58,D,58,58@0.96:12,17
17:58,D,58,58@0.96;58,S,'56','12'@1:56_cluster_WAC06369|6e6f2f|4125-4137|7617|56_cluster_WAC06369-2953-Item52-PCP-Item53-Cond_Fill_0,16
16:58,S,'56','12'@1;'12',T,'12','56'@1:12_cluster_ArifDSM43936-2|ff535b|2044-2056|1572|12_cluster_ArifDSM43936-1-658-Item16-PCP-Item17-Cond_Fill_0,56_cluster_WAC06369|6e6f2f|2044-2056|7605|56_cluster_WAC06369-2953-Item46-PCP-Item47-Cond_Fill_0
12:58,D,58,58@0.96;58,S,'12','56'@1:12_cluster_ArifDSM43936-2|6da040|1808-1821|1549|12_cluster_ArifDSM43936-1-657-Item5-PCP-Item6-Cond_Fill_0,56_cluster_WAC06369|394215|2078-2091|7582|56_cluster_WAC06369-2952-Item35-PCP-Item36-Cond_Fill_0
9:'68',T,'68',58@0.22;'68',D,'68','68'@0.35:3,8
8:'68',D,'68','68'@0.35;'68',T,'68',58@0.37:68_cluster_HdaliensisNBRC106472.cluster001|4de7cc|7225-7240|9375|68_cluster_HdaliensisNBRC106472.cluster001-3548-Item63-PCP-Item64-Cond_Fill_0,7
7:'68',T,'68',58@0.37;58,S,'12','56'@1:12_cluster_ArifDSM43936-2|6da040|739-753|1543|12_cluster_ArifDSM43936-1-657-Item2-PCP-Item3-Cond_Fill_0,56_cluster_WAC06369|394215|1009-1023|7576|56_cluster_WAC06369-2952-Item32-PCP-Item33-Cond_Fill_0
3:'68',D,'68','68'@0.35;'68',D,'68','68'@0.97:68_cluster_HdaliensisNBRC106472.cluster001|55deb0|9268-9281|9320|68_cluster_HdaliensisNBRC106472.cluster001-3547-Item36-PCP-Item37-Cond_Fill_0,68_cluster_HdaliensisNBRC106472.cluster001|55deb0|2078-2090|9278|68_cluster_HdaliensisNBRC106472.cluster001-3547-Item15-PCP-Item16-Cond_Fill_0
68_cluster_HdaliensisNBRC106472.cluster001|77aaf4|1004-1017|9250|68_cluster_HdaliensisNBRC106472.cluster001-3532-Item3-PCP-Item4-Cond_Fill_0:55,S,53,'68'@0.058;53,TL,53,'68'@0.058
