1008:112,D,112,112@1:186,1007
1007:112,D,112,112@1;112,D,112,112@1:249,1006
750:90,S,'45',88@1;88,S,'44','46'@1:44_cluster_WAC1375|b562cb|427-505|5712|44_cluster_WAC1375-2145-Item28-A_no_call-Item29-PCP_Fill_0,46_cluster_WAC1416cluster068|b562cb|427-505|6132|46_cluster_WAC1416cluster068-2322-Item27-A_tyr-Item28-PCP_Fill_0
746:76,T,76,90@0.39;76,S,'52','08'@0.89:52_cluster_WAC4182cluster089|e3fee6|427-506|7014|52_cluster_WAC4182cluster089-2723-Item5-A_tyr-Item4-PCP_Fill_0,745
745:76,S,'52','08'@0.89;'08',T,'55','08'@0.89:55_cluster_WAC05977|c4b3f2|427-506|7472|55_cluster_WAC05977-2921-Item28-A_tyr-Item29-PCP_Fill_0,08_cluster_AlurRistocetin|65b375|427-506|1037|08_cluster_AlurRistocetin-412-Item5-A_no_call-Item4-PCP_Fill_0
741:73,T,73,76@0.14;73,S,72,67@1:07_cluster_AkerFH1893nogabecin|18a5b1|427-505|938|07_cluster_AkerFH1893nogabecin-355-Item29-A_tyr-Item30-PCP_Fill_0,740
740:73,S,72,67@1;67,S,'06',65@1:06_cluster_Ajap-Ristocetin|7ee856|427-505|733|06_cluster_Ajap-Ristocetin-305-Item29-A_no_call-Item30-PCP_Fill_0,739
739:67,S,'06',65@1;65,S,'53',63@1:53_cluster_WAC4197cluster073|e8faea|427-505|7150|53_cluster_WAC4197cluster073-2806-Item28-A_tyr-Item29-PCP_Fill_0,738
738:65,S,'53',63@1;63,S,'25','27'@1:25_cluster_JPLW01000007|940109|427-505|3333|25_cluster_JPLW01000007-1300-Item29-A_no_call-Item30-PCP_Fill_0,27_cluster_KF882511-Ristocetin|940109|427-505|3637|27_cluster_KF882511-Ristocetin-1434-Item29-A_no_call-Item30-PCP_Fill_0
07_cluster_AkerFH1893nogabecin|18a5b1|427-505|938|07_cluster_AkerFH1893nogabecin-355-Item29-A_tyr-Item30-PCP_Fill_0:73,S,72,67@1;72,SL,70,'07'@1
730:84,S,'03','04'@0.54;'03',T,'03',70@0.63:03_cluster_AalbaDSM44262|7607f9|427-506|339|03_cluster_AalbaDSM44262-110-Item29-A_tyr-Item30-PCP_Fill_0,729
729:'03',T,'03',70@0.63;70,S,'51','40'@0.82:51_cluster_WAC4169cluster051|c5c3a2|427-506|6810|51_cluster_WAC4169cluster051-2624-Item5-A_tyr-Item4-PCP_Fill_0,728
728:70,S,'51','40'@0.82;'40',T,'40','09'@0.82:40_cluster_Vancomycin|ab753b|427-506|5190|40_cluster_Vancomycin-1970-Item28-A_no_call-Item29-PCP_Fill_0,09_cluster_AOHO0100074|57e1c8|427-506|1175|09_cluster_AOHO0100074-477-Item28-A_no_call-Item29-PCP_Fill_0
723:'47',T,96,'47'@0.54;96,S,'05','14'@1:05_cluster_AbalhimycinaFH1894|817ced|430-509|665|05_cluster_AbalhimycinaFH1894-246-Item28-A_tyr-Item29-PCP_Fill_0,14_cluster_Balhimycin|5f6fbb|430-509|1832|14_cluster_Balhimycin-724-Item28-A_bht|tyr-Item29-PCP_Fill_0
719:24,S,22,'47'@0.54;22,S,14,21@1:13_cluster_AspOK074cluster1|ff28ca|3993-4093|1727|13_cluster_AspOK074cluster1-690-Item27-A_tyr-Item28-PCP_Fill_0,718
718:22,S,14,21@1;21,S,20,17@1:714,717
717:21,S,20,17@1;17,S,'50','35'@1:50_cluster_WAC01529|9b5162|4022-4110|6701|50_cluster_WAC01529-2567-Item28-A_tyr-Item29-PCP_Fill_0,35_cluster_SspNRRLS1521-3|3cb15a|2905-2995|4676|35_cluster_SspNRRLS1521-1-1759-Item7-A_tyr-Item8-PCP_Fill_0
714:21,S,20,17@1;20,S,'31','32'@1:31_cluster_SluteocolorNRBC13826|dfb632|3968-4062|4130|31_cluster_SluteocolorNRBC13826-1610-Item32-A_tyr-Item33-PCP_Fill_0,32_cluster_Ssilaceus-3|07c96a|354-448|4289|32_cluster_Ssilaceus-1-1655-Item1-A_tyr-Item2-PCP_Fill_0
13_cluster_AspOK074cluster1|ff28ca|3993-4093|1727|13_cluster_AspOK074cluster1-690-Item27-A_tyr-Item28-PCP_Fill_0:22,S,14,21@1;14,SL,12,'13'@1
710:109,S,101,108@0.74;101,SL,100,97@0.38;97,TL,97,22@0.38;22,S,14,21@1:686,709
709:22,S,14,21@1;21,S,17,20@1:689,708
708:21,S,17,20@1;20,T,'13',20@1:13_cluster_AspOK074cluster1|ff28ca|2441-2522|1719|13_cluster_AspOK074cluster1-690-Item23-A_tyr-Item24-PCP_Fill_0,707
707:20,T,'13',20@1;20,T,20,'50'@0.5:701,706
706:20,T,20,'50'@0.5;'50',T,'13','50'@0.5:13_cluster_AspOK074cluster1|c390a6|277-357|1700|13_cluster_AspOK074cluster1-689-Item14-A_hpg-Item15-PCP_Fill_0,705
705:'50',T,'13','50'@0.5;'50',D,'50','50'@1:50_cluster_WAC01529|876399|896-977|6672|50_cluster_WAC01529-2566-Item14-A_hpg-Item15-PCP_Fill_0,50_cluster_WAC01529|9b5162|909-990|6685|50_cluster_WAC01529-2567-Item20-A_hpg-Item21-PCP_Fill_0
701:20,T,20,'50'@0.5;20,D,20,20@1:697,700
700:20,D,20,20@1;20,S,'31','32'@1:31_cluster_SluteocolorNRBC13826|a43e36|877-958|4101|31_cluster_SluteocolorNRBC13826-1609-Item18-A_hpg-Item19-PCP_Fill_0,32_cluster_Ssilaceus-2|ed2ead|443-524|4232|32_cluster_Ssilaceus-1-1653-Item1-A_hpg-Item2-PCP_Fill_0
697:20,D,20,20@1;20,D,20,20@1:693,696
696:20,D,20,20@1;20,S,'31','32'@1:31_cluster_SluteocolorNRBC13826|dfb632|884-965|4114|31_cluster_SluteocolorNRBC13826-1610-Item24-A_hpg-Item25-PCP_Fill_0,32_cluster_Ssilaceus-2|cb43ed|884-965|4245|32_cluster_Ssilaceus-1-1654-Item7-A_hpg-Item8-PCP_Fill_0
693:20,D,20,20@1;20,S,'31','32'@1:31_cluster_SluteocolorNRBC13826|dfb632|2436-2517|4122|31_cluster_SluteocolorNRBC13826-1610-Item28-A_tyr-Item29-PCP_Fill_0,32_cluster_Ssilaceus-2|cb43ed|2436-2517|4253|32_cluster_Ssilaceus-1-1654-Item11-A_tyr-Item12-PCP_Fill_0
689:21,S,17,20@1;17,S,'50','35'@1:50_cluster_WAC01529|9b5162|2473-2554|6693|50_cluster_WAC01529-2567-Item24-A_tyr-Item25-PCP_Fill_0,35_cluster_SspNRRLS1521-3|3cb15a|1378-1460|4668|35_cluster_SspNRRLS1521-1-1759-Item3-A_tyr-Item4-PCP_Fill_0
686:22,S,14,21@1;14,SL,12,'13'@1;'13',D,'13','13'@1:13_cluster_AspOK074cluster1|480669|359-440|1768|13_cluster_AspOK074cluster1-686-Item4-A_hpg-Item5-PCP_Fill_0,13_cluster_AspOK074cluster1|ff28ca|889-970|1711|13_cluster_AspOK074cluster1-690-Item19-A_hpg-Item20-PCP_Fill_0
683:110,S,60,109@0.96;60,S,59,46@1:423,682
682:60,S,59,46@1;46,S,'67',44@1:428,681
681:46,S,'67',44@1;44,S,43,30@1:497,680
680:44,S,43,30@1;30,S,28,'42'@1:510,679
679:30,S,28,'42'@1;'42',D,'42','42'@1:671,678
678:'42',D,'42','42'@1;'42',D,'42','42'@1:674,677
677:'42',D,'42','42'@1;'42',D,'42','42'@1:42_cluster_WAC00631|27de41|889-976|5429|42_cluster_WAC00631-2040-Item2-A_hpg-Item3-PCP_Fill_0,42_cluster_WAC00631|01badb|885-966|5490|42_cluster_WAC00631-2043-Item31-A_hpg-Item32-PCP_Fill_0
674:'42',D,'42','42'@1;'42',D,'42','42'@1:42_cluster_WAC00631|19b4d7|912-993|5448|42_cluster_WAC00631-2041-Item11-A_hpg-Item12-PCP_Fill_0,42_cluster_WAC00631|c8684d|2434-2515|5469|42_cluster_WAC00631-2042-Item21-A_hpg-Item22-PCP_Fill_0
671:'42',D,'42','42'@1;'42',T,28,'42'@1:655,670
670:'42',T,28,'42'@1;'42',T,'42',43@1:42_cluster_WAC00631|c8684d|886-968|5461|42_cluster_WAC00631-2042-Item17-A_hpg-Item18-PCP_Fill_0,669
669:'42',T,'42',43@1;43,S,'62',41@1:62_cluster_SspCNQ329.cluster001|288edd|2712-2793|8364|62_cluster_SspCNQ329.cluster001-3213-Item9-A_no_call-Item10-PCP_Fill_0,668
668:43,S,'62',41@1;41,S,40,37@1:660,667
667:41,S,40,37@1;37,S,'63',35@1:63_cluster_SspCNQ525.cluster001|47a90b|2703-2784|8459|63_cluster_SspCNQ525.cluster001-3269-Item9-A_no_call-Item10-PCP_Fill_0,666
666:37,S,'63',35@1;35,S,33,'65'@0.5:64_cluster_SspCNQ865.cluster001|1efe89|2706-2787|8663|64_cluster_SspCNQ865.cluster001-3325-Item9-A_no_call-Item10-PCP_Fill_0,665
665:35,S,33,'65'@0.5;'65',T,'66','65'@0.5:66_cluster_SspCNY243.cluster001|26108b|2652-2733|8919|66_cluster_SspCNY243.cluster001-3435-Item9-A_no_call-Item10-PCP_Fill_0,65_cluster_SspCNT371.cluster001|e00a01|2706-2787|8760|65_cluster_SspCNT371.cluster001-3381-Item9-A_no_call-Item10-PCP_Fill_0
64_cluster_SspCNQ865.cluster001|1efe89|2706-2787|8663|64_cluster_SspCNQ865.cluster001-3325-Item9-A_no_call-Item10-PCP_Fill_0:35,S,33,'65'@0.5;33,SL,'66','64'@0.5
660:41,S,40,37@1;40,S,'33','58'@1:33_cluster_SspCNQ509|c57782|2574-2655|4372|33_cluster_SspCNQ509-1691-Item9-A_val-Item10-PCP_Fill_0,58_cluster_WAC06738cluster004|1bd006|2576-2657|7836|58_cluster_WAC06738cluster004-3020-Item7-A_val-Item8-PCP_Fill_0
655:'42',T,28,'42'@1;28,D,28,28@1:601,654
654:28,D,28,28@1;28,S,24,27@1:634,653
653:28,S,24,27@1;27,T,27,43@0.5:637,652
652:27,T,27,43@0.5;43,T,'42',43@0.5:42_cluster_WAC00631|27de41|1961-2041|5435|42_cluster_WAC00631-2040-Item5-A_trp-Item6-PCP_Fill_0,651
651:43,T,'42',43@0.5;43,S,'62',41@1:66_cluster_SspCNY243.cluster001|731b10|883-964|8954|66_cluster_SspCNY243.cluster001-3438-Item25-A_hpg|hpg2cl-Item26-PCP_Fill_0,650
650:43,S,'62',41@1;41,S,37,40@1:642,649
649:41,S,37,40@1;40,T,35,40@1:65_cluster_SspCNT371.cluster001|f326c5|884-965|8795|65_cluster_SspCNT371.cluster001-3384-Item25-A_hpg|hpg2cl-Item26-PCP_Fill_0,648
648:40,T,35,40@1;40,T,'62',40@1:62_cluster_SspCNQ329.cluster001|f73c1e|884-964|8303|62_cluster_SspCNQ329.cluster001-3216-Item23-A_no_call-Item24-PCP_Fill_0,647
647:40,T,'62',40@1;40,S,'33','58'@1:33_cluster_SspCNQ509|436ed9|885-965|4407|33_cluster_SspCNQ509-1694-Item25-A_hpg-Item26-PCP_Fill_0,58_cluster_WAC06738cluster004|d9a549|885-965|7868|58_cluster_WAC06738cluster004-3023-Item22-A_hpg-Item23-PCP_Fill_0
65_cluster_SspCNT371.cluster001|f326c5|884-965|8795|65_cluster_SspCNT371.cluster001-3384-Item25-A_hpg|hpg2cl-Item26-PCP_Fill_0:40,T,35,40@1;35,SL,33,'65'@1
642:41,S,37,40@1;37,S,'63',35@1:63_cluster_SspCNQ525.cluster001|4ed3e5|884-965|8494|63_cluster_SspCNQ525.cluster001-3272-Item25-A_hpg|hpg2cl-Item26-PCP_Fill_0,64_cluster_SspCNQ865.cluster001|180773|883-964|8603|64_cluster_SspCNQ865.cluster001-3328-Item25-A_hpg|hpg2cl-Item26-PCP_Fill_0
64_cluster_SspCNQ865.cluster001|180773|883-964|8603|64_cluster_SspCNQ865.cluster001-3328-Item25-A_hpg|hpg2cl-Item26-PCP_Fill_0:37,S,'63',35@1;35,SL,'65',33@1;33,SL,'66','64'@1
66_cluster_SspCNY243.cluster001|731b10|883-964|8954|66_cluster_SspCNY243.cluster001-3438-Item25-A_hpg|hpg2cl-Item26-PCP_Fill_0:43,S,'62',41@1;'62',TL,'62','66'@1
637:27,T,27,43@0.5;27,S,'57','59'@1:57_cluster_WAC06725|451761|2414-2494|7719|57_cluster_WAC06725-2978-Item21-A_hpg|hpg2cl-Item22-PCP_Fill_0,59_cluster_WAC06783|42685d|2414-2494|7967|59_cluster_WAC06783-3059-Item21-A_hpg-Item22-PCP_Fill_0
634:28,S,24,27@1;24,S,22,'47'@0.57:610,633
633:24,S,22,'47'@0.57;'47',TL,'47',2@0.57;2,D,2,2@0.84:627,632
632:2,D,2,2@0.84;2,S,'43','54'@0.84:43_cluster_WAC01325|b6db0d|880-960|5560|43_cluster_WAC01325-2080-Item15-A_hpg-Item16-PCP_Fill_0,631
631:2,S,'43','54'@0.84;'54',T,'61','54'@0.84:61_cluster_FNTE|83000e|880-960|8185|61_cluster_FNTE-3137-Item15-A_hpg|hpg2cl-Item16-PCP_Fill_0,54_cluster_WAC05379-3|ba39af|887-967|7265|54_cluster_WAC05379-1-2851-Item4-A_hpg|hpg2cl-Item5-PCP_Fill_0
627:2,D,2,2@0.84;2,D,2,2@1:615,626
626:2,D,2,2@1;2,D,2,2@0.61:54_cluster_WAC05379-1|edff73|413-497|7234|54_cluster_WAC05379-1-2847-Item1-A_hpg|hpg2cl-Item2-PCP_Fill_0,625
625:2,D,2,2@0.61;2,S,'54','43'@0.61:54_cluster_WAC05379-3|ba39af|2382-2461|7273|54_cluster_WAC05379-1-2851-Item8-A_hpg|hpg2cl-Item9-PCP_Fill_0,624
624:2,S,'54','43'@0.61;'43',T,'43','61'@1:620,623
623:'43',T,'43','61'@1;'61',D,'61','61'@1:61_cluster_FNTE|83000e|2377-2456|8193|61_cluster_FNTE-3137-Item19-A_hpg|hpg2cl-Item20-PCP_Fill_0,61_cluster_FNTE|5a217a|413-492|8228|61_cluster_FNTE-3135-Item1-A_hpg|hpg2cl-Item2-PCP_Fill_0
620:'43',T,'43','61'@1;'43',D,'43','43'@1:43_cluster_WAC01325|b6db0d|2375-2454|5568|43_cluster_WAC01325-2080-Item19-A_hpg-Item20-PCP_Fill_0,43_cluster_WAC01325|536b71|413-492|5603|43_cluster_WAC01325-2078-Item1-A_hpg-Item2-PCP_Fill_0
54_cluster_WAC05379-1|edff73|413-497|7234|54_cluster_WAC05379-1-2847-Item1-A_hpg|hpg2cl-Item2-PCP_Fill_0:2,D,2,2@0.61;2,SL,'43','54'@0.61
615:2,D,2,2@1;2,S,'43','54'@1:43_cluster_WAC01325|e1a992|871-950|5620|43_cluster_WAC01325-2079-Item9-A_hpg-Item10-PCP_Fill_0,614
614:2,S,'43','54'@1;'54',T,'54','61'@1:54_cluster_WAC05379-2|59f544|518-597|7250|54_cluster_WAC05379-1-2849-Item1-A_hpg|hpg2cl-Item2-PCP_Fill_0,61_cluster_FNTE|890b38|871-950|8172|61_cluster_FNTE-3136-Item9-A_hpg|hpg2cl-Item10-PCP_Fill_0
610:24,S,22,'47'@0.57;22,SL,14,21@0.57;21,S,17,20@1:606,609
609:21,S,17,20@1;20,S,'31','32'@1:31_cluster_SluteocolorNRBC13826|26e45e|2424-2508|4152|31_cluster_SluteocolorNRBC13826-1611-Item41-A_nrp-Item42-PCP_Fill_0,32_cluster_Ssilaceus-3|0da9d1|2424-2508|4279|32_cluster_Ssilaceus-1-1656-Item10-A_nrp-Item11-PCP_Fill_0
606:21,S,17,20@1;17,T,'13',17@1:13_cluster_AspOK074cluster1|2f3ccd|2431-2514|1755|13_cluster_AspOK074cluster1-691-Item36-A_nrp-Item37-PCP_Fill_0,605
605:17,T,'13',17@1;17,S,'50','35'@1:50_cluster_WAC01529|b2e10b|2434-2534|6720|50_cluster_WAC01529-2568-Item37-A_nrp-Item38-PCP_Fill_0,35_cluster_SspNRRLS1521-3|4d8679|2426-2516|4654|35_cluster_SspNRRLS1521-1-1760-Item16-A_nrp-Item17-PCP_Fill_0
601:28,D,28,28@1;28,D,28,28@0.64:583,600
600:28,D,28,28@0.64;28,SL,24,27@0.46;27,T,41,27@0.61:596,599
599:27,T,41,27@0.61;27,S,'57','59'@1:57_cluster_WAC06725|451761|878-958|7711|57_cluster_WAC06725-2978-Item17-A_hpg|hpg2cl-Item18-PCP_Fill_0,59_cluster_WAC06783|42685d|878-958|7959|59_cluster_WAC06783-3059-Item17-A_hpg-Item18-PCP_Fill_0
596:27,T,41,27@0.61;41,S,40,37@0.61:586,595
595:41,S,40,37@0.61;37,SL,'63',35@0.15;35,T,'62',35@0.15:62_cluster_SspCNQ329.cluster001|200519|890-970|8375|62_cluster_SspCNQ329.cluster001-3214-Item14-A_nme-fhorn-Item15-PCP_Fill_0,594
594:35,T,'62',35@0.15;35,S,'65',33@0.85:590,593
593:35,S,'65',33@0.85;33,S,'66','64'@1:66_cluster_SspCNY243.cluster001|ca1de8|904-984|8932|66_cluster_SspCNY243.cluster001-3436-Item15-A_d-trp-Item16-PCP_Fill_0,64_cluster_SspCNQ865.cluster001|e38985|890-970|8676|64_cluster_SspCNQ865.cluster001-3326-Item15-A_nme-fhorn-Item16-PCP_Fill_0
590:35,S,'65',33@0.85;'65',T,'65','63'@0.85:65_cluster_SspCNT371.cluster001|19b0b6|890-970|8773|65_cluster_SspCNT371.cluster001-3382-Item15-A_d-trp-Item16-PCP_Fill_0,63_cluster_SspCNQ525.cluster001|a42d5d|890-970|8472|63_cluster_SspCNQ525.cluster001-3270-Item15-A_nme-fhorn-Item16-PCP_Fill_0
586:41,S,40,37@0.61;40,S,'33','58'@1:33_cluster_SspCNQ509|646e66|890-970|4385|33_cluster_SspCNQ509-1692-Item15-A_trp-Item16-PCP_Fill_0,58_cluster_WAC06738cluster004|9587f7|876-956|7846|58_cluster_WAC06738cluster004-3021-Item12-A_trp-Item13-PCP_Fill_0
583:28,D,28,28@0.64;28,S,27,24@0.7:523,582
582:28,S,27,24@0.7;24,S,22,'47'@1:532,581
581:24,S,22,'47'@1;'47',T,93,'47'@0.73:577,580
580:'47',T,93,'47'@0.73;'47',T,'29','47'@1:29_cluster_pekiskomycin|3b5b44|899-979|3851|29_cluster_pekiskomycin-1530-Item24-A_dpg-Item25-PCP_Fill_0,47_cluster_WAC1420|f1adce|899-979|6236|47_cluster_WAC1420-2419-Item24-A_dpg-Item25-PCP_Fill_0
577:'47',T,93,'47'@0.73;93,S,'11',91@0.73:07_cluster_AkerFH1893nogabecin|007425|890-970|923|07_cluster_AkerFH1893nogabecin-341-Item25-A_dhpg-Item26-PCP_Fill_0,576
576:93,S,'11',91@0.73;91,D,91,91@0.47:536,575
575:91,D,91,91@0.47;91,S,90,85@0.73:539,574
574:91,S,90,85@0.73;85,S,81,84@1:550,573
573:85,S,81,84@1;84,S,'03','04'@1:567,572
572:84,S,'03','04'@1;'04',T,'04','01'@0.5:04_cluster_AazureaDSM43854|7a2c10|890-970|439|04_cluster_AazureaDSM43854-160-Item24-A_dhpg-Item25-PCP_Fill_0,571
571:'04',T,'04','01'@0.5;'01',T,'01','28'@0.5:01_cluster_A40926|6a1658|895-975|87|01_cluster_A40926-24-Item28-A_dpg-Item29-PCP_Fill_0,28_cluster_NcoxDSM45129|80f814|896-976|3688|28_cluster_NcoxDSM45129-1496-Item28-A_dhpg-Item29-PCP_Fill_0
567:84,S,'03','04'@1;'03',T,70,'03'@0.5:555,566
566:'03',T,70,'03'@0.5;'03',T,'03','11'@0.5:03_cluster_AalbaDSM44262|3f5634|885-966|315|03_cluster_AalbaDSM44262-97-Item25-A_dhpg-Item26-PCP_Fill_0,565
565:'03',T,'03','11'@0.5;'11',T,'11',96@0.25:11_cluster_AregGY080|643e69|887-968|1486|11_cluster_AregGY080-603-Item25-A_dhpg-Item26-PCP_Fill_0,564
564:'11',T,'11',96@0.25;96,T,96,100@0.5:560,563
563:96,T,96,100@0.5;100,S,'18','26'@1:18_cluster_Chloroeremomycin-1|1dfbcd|899-979|2423|18_cluster_Chloroeremomycin-1-962-Item24-A_dpg-Item25-PCP_Fill_0,26_cluster_KaridNRRLB16535chlor|661409|890-970|3483|26_cluster_KaridNRRLB16535chlor-1356-Item24-A_dhpg-Item25-PCP_Fill_0
560:96,T,96,100@0.5;96,S,'05','14'@1:05_cluster_AbalhimycinaFH1894|d4f558|888-968|653|05_cluster_AbalhimycinaFH1894-232-Item24-A_dhpg-Item25-PCP_Fill_0,14_cluster_Balhimycin|638910|888-968|1866|14_cluster_Balhimycin-710-Item24-A_dpg-Item25-PCP_Fill_0
555:'03',T,70,'03'@0.5;70,T,'09',70@0.5:09_cluster_AOHO0100074|586f66|895-976|1154|09_cluster_AOHO0100074-463-Item24-A_dpg-Item25-PCP_Fill_0,554
554:70,T,'09',70@0.5;70,S,'40','51'@1:40_cluster_Vancomycin|0a9770|895-976|5242|40_cluster_Vancomycin-1957-Item24-A_dpg-Item25-PCP_Fill_0,51_cluster_WAC4169cluster051|0dd5c9|895-976|6853|51_cluster_WAC4169cluster051-2637-Item9-A_dhpg-Item8-PCP_Fill_0
550:85,S,81,84@1;81,S,'09',79@0.5:08_cluster_AlurRistocetin|0f4616|918-998|1028|08_cluster_AlurRistocetin-428-Item9-A_dpg-Item8-PCP_Fill_0,549
549:81,S,'09',79@0.5;79,S,78,73@0.5:55_cluster_WAC05977|27f9dd|889-969|7454|55_cluster_WAC05977-2905-Item24-A_dhpg-Item25-PCP_Fill_0,548
548:79,S,78,73@0.5;73,SL,72,67@0.5;67,S,'06',65@1:06_cluster_Ajap-Ristocetin|41a04d|889-969|724|06_cluster_Ajap-Ristocetin-288-Item25-A_dpg-Item26-PCP_Fill_0,547
547:67,S,'06',65@1;65,S,'53',63@1:53_cluster_WAC4197cluster073|45ffd8|889-969|7203|53_cluster_WAC4197cluster073-2790-Item24-A_dhpg-Item25-PCP_Fill_0,546
546:65,S,'53',63@1;63,S,'25','27'@1:25_cluster_JPLW01000007|e66a00|889-969|3324|25_cluster_JPLW01000007-1284-Item25-A_dpg-Item26-PCP_Fill_0,27_cluster_KF882511-Ristocetin|e66a00|889-969|3628|27_cluster_KF882511-Ristocetin-1417-Item25-A_dpg-Item26-PCP_Fill_0
55_cluster_WAC05977|27f9dd|889-969|7454|55_cluster_WAC05977-2905-Item24-A_dhpg-Item25-PCP_Fill_0:79,S,78,73@0.5;78,SL,76,'55'@0.5
08_cluster_AlurRistocetin|0f4616|918-998|1028|08_cluster_AlurRistocetin-428-Item9-A_dpg-Item8-PCP_Fill_0:81,S,'09',79@0.5;'09',TL,'09','08'@0.5
539:91,S,90,85@0.73;90,S,'45',88@0.5:45_cluster_WAC1376cluster143|2f68bd|863-943|5877|45_cluster_WAC1376cluster143-2259-Item9-A_dhpg-Item8-PCP_Fill_0,52_cluster_WAC4182cluster089|e7dbb3|889-969|7023|52_cluster_WAC4182cluster089-2740-Item9-A_dhpg-Item8-PCP_Fill_0
52_cluster_WAC4182cluster089|e7dbb3|889-969|7023|52_cluster_WAC4182cluster089-2740-Item9-A_dhpg-Item8-PCP_Fill_0:90,S,'45',88@0.5;88,TL,88,'52'@0.5
536:91,D,91,91@0.47;91,SL,85,90@0.47;90,SL,'45',88@0.73;88,S,'44','46'@1:44_cluster_WAC1375|26826b|889-969|5703|44_cluster_WAC1375-2130-Item24-A_dpg-Item25-PCP_Fill_0,46_cluster_WAC1416cluster068|d7004d|863-943|6111|46_cluster_WAC1416cluster068-2307-Item23-A_dhpg-Item24-PCP_Fill_0
07_cluster_AkerFH1893nogabecin|007425|890-970|923|07_cluster_AkerFH1893nogabecin-341-Item25-A_dhpg-Item26-PCP_Fill_0:93,S,'11',91@0.73;'11',TL,'11','07'@0.73
532:24,S,22,'47'@1;22,T,22,106@1:526,531
531:22,T,22,106@1;106,S,'10',104@1:10_cluster_ArectNRRLB16090|35a3e5|885-965|1340|10_cluster_ArectNRRLB16090-521-Item21-A_dhpg-Item22-PCP_Fill_0,530
530:106,S,'10',104@1;104,S,'60','39'@1:60_cluster_AsubtropicusNRRLB24665|46c496|894-974|8099|60_cluster_AsubtropicusNRRLB24665-3101-Item26-A_dhpg-Item27-PCP_Fill_0,39_cluster_UK68597|13b231|895-975|5140|39_cluster_UK68597-1913-Item26-A_dpg-Item27-PCP_Fill_0
526:22,T,22,106@1;22,SL,21,14@1;14,SL,'13',12@0.83;12,SL,6,11@0.67;11,SL,'29',9@0.5;9,T,9,'48'@0.17:02_cluster_A47934|f1a9cd|898-979|191|02_cluster_A47934-66-Item29-A_dpg-Item30-PCP_Fill_0,48_cluster_WAC1424cluster109|1e552c|864-944|6315|48_cluster_WAC1424cluster109-2482-Item7-A_dhpg-Item6-PCP_Fill_0
02_cluster_A47934|f1a9cd|898-979|191|02_cluster_A47934-66-Item29-A_dpg-Item30-PCP_Fill_0:9,T,9,'48'@0.17;9,SL,'49','02'@0.67
523:28,S,27,24@0.7;27,D,27,27@1:519,522
522:27,D,27,27@1;27,S,'57','59'@1:57_cluster_WAC06725|20c8cf|869-951|7698|57_cluster_WAC06725-2977-Item11-A_hpg|hpg2cl-Item12-PCP_Fill_0,59_cluster_WAC06783|108337|899-981|7946|59_cluster_WAC06783-3058-Item11-A_hpg-Item12-PCP_Fill_0
519:27,D,27,27@1;27,T,27,4@1:513,518
518:27,T,27,4@1;4,S,'61',2@1:61_cluster_FNTE|ff42bb|879-959|8214|61_cluster_FNTE-3138-Item28-A_hpg|hpg2cl-Item29-PCP_Fill_0,517
517:4,S,'61',2@1;2,S,'43','54'@1:43_cluster_WAC01325|b58f24|879-959|5589|43_cluster_WAC01325-2081-Item28-A_hpg-Item29-PCP_Fill_0,54_cluster_WAC05379-3|c68161|879-959|7294|54_cluster_WAC05379-1-2852-Item17-A_hpg|hpg2cl-Item18-PCP_Fill_0
513:27,T,27,4@1;27,S,'57','59'@1:57_cluster_WAC06725|689653|887-967|7742|57_cluster_WAC06725-2979-Item31-A_hpg|hpg2cl-Item32-PCP_Fill_0,59_cluster_WAC06783|725a6d|887-967|7990|59_cluster_WAC06783-3060-Item31-A_hpg-Item32-PCP_Fill_0
510:30,S,28,'42'@1;28,S,27,24@1:500,509
509:28,S,27,24@1;24,SL,'47',22@1;22,SL,14,21@1;21,S,20,17@1:503,508
508:21,S,20,17@1;17,S,'35','50'@1:35_cluster_SspNRRLS1521-2|d6ff19|497-578|4612|35_cluster_SspNRRLS1521-1-1757-Item1-A_trp-Item2-PCP_Fill_0,507
507:17,S,'35','50'@1;'50',T,'50','13'@1:50_cluster_WAC01529|abd45d|3079-3159|6663|50_cluster_WAC01529-2565-Item10-A_trp-Item11-PCP_Fill_0,13_cluster_AspOK074cluster1|4c3536|1635-1715|1781|13_cluster_AspOK074cluster1-687-Item10-A_trp-Item11-PCP_Fill_0
503:21,S,20,17@1;20,S,'31','32'@1:31_cluster_SluteocolorNRBC13826|ba0325|4052-4132|4093|31_cluster_SluteocolorNRBC13826-1608-Item14-A_trp-Item15-PCP_Fill_0,32_cluster_Ssilaceus-1|7cf6a6|4052-4132|4208|32_cluster_Ssilaceus-1-1651-Item14-A_trp-Item15-PCP_Fill_0
500:28,S,27,24@1;27,S,'57','59'@1:57_cluster_WAC06725|09ed46|2482-2562|7688|57_cluster_WAC06725-2976-Item6-A_d-trp-Item7-PCP_Fill_0,59_cluster_WAC06783|64e4a6|2466-2546|7935|59_cluster_WAC06783-3057-Item6-A_trp-Item7-PCP_Fill_0
497:44,S,43,30@1;43,TL,43,22@1;22,S,21,14@1:437,496
496:22,S,21,14@1;14,S,'13',12@1:13_cluster_AspOK074cluster1|4c3536|542-623|1775|13_cluster_AspOK074cluster1-687-Item7-A_nrp-Item8-PCP_Fill_0,495
495:14,S,'13',12@1;12,T,12,53@0.97:491,494
