868:60,D,60,60@1:142,867
867:60,D,60,60@1;60,S,46,59@1:859,866
614:91,S,85,90@0.99;85,SL,84,81@0.99;81,SL,'09',79@0.99;79,S,73,78@0.99:608,613
613:79,S,73,78@0.99;78,S,76,'55'@0.49:08_cluster_AlurRistocetin|f97b18|884-1047|1074|08_cluster_AlurRistocetin-431-Item30-Cond-Item29-A_bht_Fill_0,612
612:78,S,76,'55'@0.49;'55',T,'52','55'@0.49:52_cluster_WAC4182cluster089|7af037|886-1049|7048|52_cluster_WAC4182cluster089-2743-Item31-Cond-Item30-A_bht_Fill_0,55_cluster_WAC05977|c79709|883-1046|7413|55_cluster_WAC05977-2902-Item3-Cond-Item4-A_bht_Fill_0
08_cluster_AlurRistocetin|f97b18|884-1047|1074|08_cluster_AlurRistocetin-431-Item30-Cond-Item29-A_bht_Fill_0:78,S,76,'55'@0.49;76,SL,'52','08'@0.49
608:79,S,73,78@0.99;73,SL,72,67@0.99;67,S,'06',65@1:06_cluster_Ajap-Ristocetin|fe5f01|886-1049|754|06_cluster_Ajap-Ristocetin-284-Item3-Cond-Item4-A_bht_Fill_0,607
607:67,S,'06',65@1;65,S,'53',63@1:53_cluster_WAC4197cluster073|c876dd|885-1048|7162|53_cluster_WAC4197cluster073-2787-Item3-Cond-Item4-A_bht_Fill_0,606
606:65,S,'53',63@1;63,S,'25','27'@1:25_cluster_JPLW01000007|106ba6|883-1046|3277|25_cluster_JPLW01000007-1281-Item3-Cond-Item4-A_bht_Fill_0,27_cluster_KF882511-Ristocetin|106ba6|883-1046|3581|27_cluster_KF882511-Ristocetin-1414-Item3-Cond-Item4-A_bht_Fill_0
07_cluster_AkerFH1893nogabecin|0ae4e5|895-1058|876|07_cluster_AkerFH1893nogabecin-338-Item3-Cond-Item4-A_bht_Fill_0:93,S,'11',91@0.99;'11',TL,'11','07'@0.99
600:97,S,96,93@0.42;96,T,'11',96@0.42:11_cluster_AregGY080|d0f836|895-1058|1462|11_cluster_AregGY080-601-Item3-Cond-Item4-A_bht_Fill_0,599
599:96,T,'11',96@0.42;96,T,96,85@0.42:591,598
598:96,T,96,85@0.42;85,S,84,81@1:03_cluster_AalbaDSM44262|b89e0c|892-1055|348|03_cluster_AalbaDSM44262-95-Item3-Cond-Item4-A_bht_Fill_0,597
597:85,S,84,81@1;81,S,'09',79@1:09_cluster_AOHO0100074|5a50ae|893-1056|1208|09_cluster_AOHO0100074-461-Item3-Cond-Item4-A_bht_Fill_0,596
596:81,S,'09',79@1;79,SL,78,73@1;73,SL,67,72@1;72,SL,'07',70@1;70,S,'40','51'@1:40_cluster_Vancomycin|b91546|894-1057|5199|40_cluster_Vancomycin-1955-Item3-Cond-Item4-A_bht|tyr_Fill_0,51_cluster_WAC4169cluster051|ba280c|896-1059|6819|51_cluster_WAC4169cluster051-2640-Item30-Cond-Item29-A_bht_Fill_0
03_cluster_AalbaDSM44262|b89e0c|892-1055|348|03_cluster_AalbaDSM44262-95-Item3-Cond-Item4-A_bht_Fill_0:85,S,84,81@1;84,SL,'04','03'@1
591:96,T,96,85@0.42;96,T,100,96@0.64:587,590
590:96,T,100,96@0.64;96,S,'05','14'@1:05_cluster_AbalhimycinaFH1894|8cd520|894-1057|609|05_cluster_AbalhimycinaFH1894-230-Item3-Cond-Item4-A_bht_Fill_0,14_cluster_Balhimycin|c600a7|894-1057|1879|14_cluster_Balhimycin-708-Item3-Cond-Item4-A_bht_Fill_0
587:96,T,100,96@0.64;100,S,'18','26'@1:18_cluster_Chloroeremomycin-1|4e2bb9|891-1054|2379|18_cluster_Chloroeremomycin-1-960-Item3-Cond-Item4-A_bht_Fill_0,26_cluster_KaridNRRLB16535chlor|4e2bb9|891-1054|3439|26_cluster_KaridNRRLB16535chlor-1354-Item3-Cond-Item4-A_bht_Fill_0
583:'47',T,'47',97@0.35;'47',T,'47',106@0.17:571,582
582:'47',T,'47',106@0.17;106,T,53,106@0.18:576,581
581:106,T,53,106@0.18;106,S,'10',104@0.35:02_cluster_A47934|96a3b7|892-1055|216|02_cluster_A47934-63-Item6-Cond-Item7-A_tyr_Fill_0,580
580:106,S,'10',104@0.35;104,S,'39','60'@0.48:39_cluster_UK68597|94efaf|892-1055|5090|39_cluster_UK68597-1909-Item3-Cond-Item4-A_tyr_Fill_0,60_cluster_AsubtropicusNRRLB24665|9b0aff|891-1054|8050|60_cluster_AsubtropicusNRRLB24665-3098-Item3-Cond-Item4-A_tyr_Fill_0
02_cluster_A47934|96a3b7|892-1055|216|02_cluster_A47934-63-Item6-Cond-Item7-A_tyr_Fill_0:106,S,'10',104@0.35;'10',TL,'10','02'@0.35
576:106,T,53,106@0.18;53,S,51,'28'@0.44:48_cluster_WAC1424cluster109|3b5f08|879-1043|6356|48_cluster_WAC1424cluster109-2485-Item28-Cond-Item27-A_tyr_Fill_0,575
575:53,S,51,'28'@0.44;'28',T,'01','28'@0.44:01_cluster_A40926|3799f5|899-1062|106|01_cluster_A40926-14-Item11-Cond-Item10-A_tyr_Fill_0,28_cluster_NcoxDSM45129|12d4f1|893-1058|3701|28_cluster_NcoxDSM45129-1493-Item6-Cond-Item7-A_tyr_Fill_0
48_cluster_WAC1424cluster109|3b5f08|879-1043|6356|48_cluster_WAC1424cluster109-2485-Item28-Cond-Item27-A_tyr_Fill_0:53,S,51,'28'@0.44;51,SL,49,'48'@0.44
571:'47',T,'47',106@0.17;'47',T,'29','47'@0.47:29_cluster_pekiskomycin|48a09c|924-1087|3807|29_cluster_pekiskomycin-1526-Item3-Cond-Item4-A_tyr_Fill_0,47_cluster_WAC1420|6cb684|912-1075|6261|47_cluster_WAC1420-2415-Item3-Cond-Item4-A_tyr_Fill_0
10_cluster_ArectNRRLB16090|91b351|886-1048|1356|10_cluster_ArectNRRLB16090-519-Item3-Cond-Item4-A_tyr_Fill_0:24,S,22,'47'@0.35;22,TL,22,'10'@0.35
71_cluster_Kistamicin|492fcd|490-656|9840|71_cluster_Kistamicin-3710-Item2-Cond-Item3-A_no_call_Fill_0:28,S,27,24@0.42;27,TL,27,'71'@0.42
566:30,S,'42',28@0.42;'42',TL,'42',4@0.42;4,S,'61',2@1:61_cluster_FNTE|5a217a|890-1066|8232|61_cluster_FNTE-3135-Item3-Cond-Item4-A_trp_Fill_0,565
565:4,S,'61',2@1;2,S,'54','43'@1:54_cluster_WAC05379-1|edff73|897-1073|7238|54_cluster_WAC05379-1-2847-Item3-Cond-Item4-A_trp_Fill_0,43_cluster_WAC01325|536b71|892-1068|5607|43_cluster_WAC01325-2078-Item3-Cond-Item4-A_trp_Fill_0
561:30,D,30,30@0.42;30,S,'42',28@0.48:535,560
560:30,S,'42',28@0.48;28,S,24,27@1:544,559
559:28,S,24,27@1;27,T,27,4@0.5:547,558
558:27,T,27,4@0.5;4,T,'42',4@0.5:42_cluster_WAC00631|c8684d|1851-2032|5467|42_cluster_WAC00631-2042-Item20-Cond-Item21-A_hpg_Fill_0,557
557:4,T,'42',4@0.5;4,S,'61',2@1:551,556
556:4,S,'61',2@1;2,S,'43','54'@1:43_cluster_WAC01325|b6db0d|1819-2076|5566|43_cluster_WAC01325-2080-Item18-Cond-Item19-A_hpg_Fill_0,555
555:2,S,'43','54'@1;'54',T,'61','54'@1:61_cluster_FNTE|83000e|1821-1999|8191|61_cluster_FNTE-3137-Item18-Cond-Item19-A_hpg|hpg2cl_Fill_0,54_cluster_WAC05379-3|ba39af|1826-2084|7271|54_cluster_WAC05379-1-2851-Item7-Cond-Item8-A_hpg|hpg2cl_Fill_0
551:4,S,'61',2@1;'61',T,'43','61'@1:43_cluster_WAC01325|e1a992|313-569|5618|43_cluster_WAC01325-2079-Item8-Cond-Item9-A_hpg_Fill_0,61_cluster_FNTE|890b38|313-572|8170|61_cluster_FNTE-3136-Item8-Cond-Item9-A_hpg|hpg2cl_Fill_0
547:27,T,27,4@0.5;27,S,'57','59'@1:57_cluster_WAC06725|451761|1827-2010|7717|57_cluster_WAC06725-2978-Item20-Cond-Item21-A_hpg|hpg2cl_Fill_0,59_cluster_WAC06783|42685d|1827-2010|7965|59_cluster_WAC06783-3059-Item20-Cond-Item21-A_hpg_Fill_0
544:28,S,24,27@1;24,S,'47',22@1:35_cluster_SspNRRLS1521-3|3cb15a|800-981|4666|35_cluster_SspNRRLS1521-1-1759-Item2-Cond-Item3-A_tyr_Fill_0,543
543:24,S,'47',22@1;22,S,14,21@1:13_cluster_AspOK074cluster1|ff28ca|1856-2037|1717|13_cluster_AspOK074cluster1-690-Item22-Cond-Item23-A_tyr_Fill_0,542
542:22,S,14,21@1;21,S,17,20@1:50_cluster_WAC01529|9b5162|1874-2061|6691|50_cluster_WAC01529-2567-Item23-Cond-Item24-A_tyr_Fill_0,541
541:21,S,17,20@1;20,S,'31','32'@1:31_cluster_SluteocolorNRBC13826|dfb632|1838-2037|4120|31_cluster_SluteocolorNRBC13826-1610-Item27-Cond-Item28-A_tyr_Fill_0,32_cluster_Ssilaceus-2|cb43ed|1838-2037|4251|32_cluster_Ssilaceus-1-1654-Item10-Cond-Item11-A_tyr_Fill_0
50_cluster_WAC01529|9b5162|1874-2061|6691|50_cluster_WAC01529-2567-Item23-Cond-Item24-A_tyr_Fill_0:21,S,17,20@1;17,SL,'35','50'@1
13_cluster_AspOK074cluster1|ff28ca|1856-2037|1717|13_cluster_AspOK074cluster1-690-Item22-Cond-Item23-A_tyr_Fill_0:22,S,14,21@1;14,SL,12,'13'@1
35_cluster_SspNRRLS1521-3|3cb15a|800-981|4666|35_cluster_SspNRRLS1521-1-1759-Item2-Cond-Item3-A_tyr_Fill_0:24,S,'47',22@1;'47',TL,'47','35'@1
535:30,S,'42',28@0.48;'42',T,'42',106@0.48:71_cluster_Kistamicin|8e9844|1342-1512|9798|71_cluster_Kistamicin-3712-Item14-Cond-Item15-A_no_call_Fill_0,534
534:'42',T,'42',106@0.48;106,S,'10',104@1:10_cluster_ArectNRRLB16090|9ee539|1763-1935|1321|10_cluster_ArectNRRLB16090-520-Item12-Cond-Item13-A_hpg_Fill_0,533
533:106,S,'10',104@1;104,T,53,104@0.67:529,532
532:104,T,53,104@0.67;104,S,'60','39'@1:60_cluster_AsubtropicusNRRLB24665|294514|1798-1973|8080|60_cluster_AsubtropicusNRRLB24665-3100-Item17-Cond-Item18-A_hpg_Fill_0,39_cluster_UK68597|e5e4cd|1803-1980|5121|39_cluster_UK68597-1912-Item17-Cond-Item18-A_hpg|tyr_Fill_0
529:104,T,53,104@0.67;53,S,'28',51@0.67:02_cluster_A47934|3c365b|1798-1975|172|02_cluster_A47934-65-Item20-Cond-Item21-A_hpg_Fill_0,528
528:53,S,'28',51@0.67;51,S,'48',49@0.67:522,527
527:51,S,'48',49@0.67;49,S,'71','01'@0.33:04_cluster_AazureaDSM43854|40c465|1830-2006|498|04_cluster_AazureaDSM43854-159-Item15-Cond-Item16-A_hpg_Fill_0,526
526:49,S,'71','01'@0.33;'01',T,'01','28'@0.83:01_cluster_A40926|2105e4|1794-1970|68|01_cluster_A40926-23-Item19-Cond-Item20-A_tyr_Fill_0,28_cluster_NcoxDSM45129|26d899|1799-1971|3738|28_cluster_NcoxDSM45129-1495-Item19-Cond-Item20-A_hpg_Fill_0
04_cluster_AazureaDSM43854|40c465|1830-2006|498|04_cluster_AazureaDSM43854-159-Item15-Cond-Item16-A_hpg_Fill_0:49,S,'71','01'@0.33;'71',TL,'71','04'@0.33
522:51,S,'48',49@0.67;'48',T,'48','29'@0.13:48_cluster_WAC1424cluster109|2a4bff|1798-1975|6337|48_cluster_WAC1424cluster109-2483-Item15-Cond-Item14-A_hpg_Fill_0,521
521:'48',T,'48','29'@0.13;'29',T,'29',90@0.2:481,520
520:'29',T,'29',90@0.2;90,T,90,72@0.4:500,519
519:90,T,90,72@0.4;72,S,'07',70@1:07_cluster_AkerFH1893nogabecin|5b689a|1790-1967|904|07_cluster_AkerFH1893nogabecin-340-Item16-Cond-Item17-A_hpg_Fill_0,518
518:72,S,'07',70@1;70,T,96,70@1:504,517
517:70,T,96,70@1;70,T,100,70@1:507,516
516:70,T,100,70@1;70,T,'03',70@1:03_cluster_AalbaDSM44262|311e81|1790-1967|296|03_cluster_AalbaDSM44262-96-Item16-Cond-Item17-A_hpg_Fill_0,515
515:70,T,'03',70@1;70,T,'11',70@1:11_cluster_AregGY080|ac6242|1795-1972|1504|11_cluster_AregGY080-602-Item16-Cond-Item17-A_hpg_Fill_0,514
514:70,T,'11',70@1;70,T,'09',70@1:09_cluster_AOHO0100074|ca1b25|1795-1972|1189|09_cluster_AOHO0100074-462-Item15-Cond-Item16-A_hpg|hpg2cl_Fill_0,513
513:70,T,'09',70@1;70,S,'40','51'@1:40_cluster_Vancomycin|aa4140|1791-1968|5223|40_cluster_Vancomycin-1956-Item15-Cond-Item16-A_hpg|hpg2cl_Fill_0,51_cluster_WAC4169cluster051|66fb6a|1791-1968|6871|51_cluster_WAC4169cluster051-2638-Item18-Cond-Item17-A_hpg_Fill_0
507:70,T,100,70@1;100,S,'18','26'@1:18_cluster_Chloroeremomycin-1|2871d2|1803-1980|2404|18_cluster_Chloroeremomycin-1-961-Item15-Cond-Item16-A_hpg_Fill_0,26_cluster_KaridNRRLB16535chlor|2871d2|1803-1980|3464|26_cluster_KaridNRRLB16535chlor-1355-Item15-Cond-Item16-A_hpg_Fill_0
504:70,T,96,70@1;96,S,'05','14'@1:05_cluster_AbalhimycinaFH1894|903de1|1802-1979|634|05_cluster_AbalhimycinaFH1894-231-Item15-Cond-Item16-A_hpg_Fill_0,14_cluster_Balhimycin|69cf6a|1802-1979|1847|14_cluster_Balhimycin-709-Item15-Cond-Item16-A_hpg_Fill_0
500:90,T,90,72@0.4;90,S,'45',88@0.8:45_cluster_WAC1376cluster143|89a266|1767-1944|5904|45_cluster_WAC1376cluster143-2261-Item17-Cond-Item16-A_hpg_Fill_0,499
499:90,S,'45',88@0.8;88,T,88,67@0.4:485,498
498:88,T,88,67@0.4;67,T,67,76@0.6:492,497
497:67,T,67,76@0.6;76,S,'08','52'@1:08_cluster_AlurRistocetin|b5adf0|1764-1941|1052|08_cluster_AlurRistocetin-429-Item18-Cond-Item17-A_hpg_Fill_0,496
496:76,S,'08','52'@1;'52',T,'52','55'@1:52_cluster_WAC4182cluster089|6721ad|1762-1939|6999|52_cluster_WAC4182cluster089-2741-Item18-Cond-Item17-A_hpg_Fill_0,55_cluster_WAC05977|7779c3|1758-1935|7435|55_cluster_WAC05977-2904-Item15-Cond-Item16-A_hpg_Fill_0
492:67,T,67,76@0.6;67,S,'06',65@1:06_cluster_Ajap-Ristocetin|b7eff3|1760-1937|782|06_cluster_Ajap-Ristocetin-286-Item16-Cond-Item17-A_hpg_Fill_0,491
491:67,S,'06',65@1;65,S,'53',63@1:53_cluster_WAC4197cluster073|a35ef6|1760-1937|7184|53_cluster_WAC4197cluster073-2789-Item15-Cond-Item16-A_hpg_Fill_0,490
490:65,S,'53',63@1;63,S,'25','27'@1:25_cluster_JPLW01000007|f68926|1760-1937|3305|25_cluster_JPLW01000007-1283-Item16-Cond-Item17-A_hpg_Fill_0,27_cluster_KF882511-Ristocetin|f68926|1760-1937|3609|27_cluster_KF882511-Ristocetin-1416-Item16-Cond-Item17-A_hpg_Fill_0
485:88,T,88,67@0.4;88,S,'44','46'@1:44_cluster_WAC1375|5eeb3d|1774-1951|5684|44_cluster_WAC1375-2129-Item15-Cond-Item16-A_hpg_Fill_0,46_cluster_WAC1416cluster068|d6e140|1771-1948|6095|46_cluster_WAC1416cluster068-2306-Item15-Cond-Item16-A_hpg_Fill_0
481:'29',T,'29',90@0.2;'29',T,'29','47'@0.67:29_cluster_pekiskomycin|61ac15|1811-1988|3832|29_cluster_pekiskomycin-1529-Item15-Cond-Item16-A_hpg|hpg2cl_Fill_0,47_cluster_WAC1420|713508|1817-1994|6217|47_cluster_WAC1420-2418-Item15-Cond-Item16-A_tyr_Fill_0
02_cluster_A47934|3c365b|1798-1975|172|02_cluster_A47934-65-Item20-Cond-Item21-A_hpg_Fill_0:53,S,'28',51@0.67;'28',TL,'28','02'@0.67
71_cluster_Kistamicin|8e9844|1342-1512|9798|71_cluster_Kistamicin-3712-Item14-Cond-Item15-A_no_call_Fill_0:'42',T,'42',106@0.48;'42',TL,'42','71'@0.48
474:44,D,44,44@1;44,D,44,44@0.48:362,473
473:44,D,44,44@0.48;44,S,43,30@0.48:369,472
472:44,S,43,30@0.48;30,S,28,'42'@1:468,471
471:30,S,28,'42'@1;'42',D,'42','42'@1:42_cluster_WAC00631|c8684d|3388-3568|5475|42_cluster_WAC00631-2042-Item24-Cond-Item25-A_tyr_Fill_0,42_cluster_WAC00631|27de41|1381-1557|5433|42_cluster_WAC00631-2040-Item4-Cond-Item5-A_trp_Fill_0
468:30,S,28,'42'@1;28,S,27,24@1:432,467
467:28,S,27,24@1;24,S,22,'47'@0.49:439,466
466:24,S,22,'47'@0.49;'47',TL,'47',41@0.24;41,D,41,41@0.24:452,465
465:41,D,41,41@0.24;41,S,37,40@0.62:459,464
464:41,S,37,40@0.62;40,T,'62',40@0.62:62_cluster_SspCNQ329.cluster001|f73c1e|3367-3545|8317|62_cluster_SspCNQ329.cluster001-3216-Item30-Cond-Item31-A_tyr_Fill_0,463
463:40,T,'62',40@0.62;40,S,'33','58'@1:33_cluster_SspCNQ509|436ed9|3369-3547|4421|33_cluster_SspCNQ509-1694-Item32-Cond-Item33-A_tyr_Fill_0,58_cluster_WAC06738cluster004|d9a549|3360-3538|7882|58_cluster_WAC06738cluster004-3023-Item29-Cond-Item30-A_tyr_Fill_0
459:41,S,37,40@0.62;37,SL,'63',35@0.31;35,S,'65',33@0.69:65_cluster_SspCNT371.cluster001|f326c5|3363-3541|8809|65_cluster_SspCNT371.cluster001-3384-Item32-Cond-Item33-A_tyr_Fill_0,458
458:35,S,'65',33@0.69;33,T,'63',33@0.69:63_cluster_SspCNQ525.cluster001|4ed3e5|3368-3547|8508|63_cluster_SspCNQ525.cluster001-3272-Item32-Cond-Item33-A_tyr_Fill_0,457
457:33,T,'63',33@0.69;33,S,'66','64'@1:66_cluster_SspCNY243.cluster001|731b10|3374-3553|8968|66_cluster_SspCNY243.cluster001-3438-Item32-Cond-Item33-A_tyr_Fill_0,64_cluster_SspCNQ865.cluster001|180773|3365-3544|8617|64_cluster_SspCNQ865.cluster001-3328-Item32-Cond-Item33-A_tyr_Fill_0
452:41,D,41,41@0.24;41,S,37,40@0.62:446,451
451:41,S,37,40@0.62;40,T,'62',40@0.62:62_cluster_SspCNQ329.cluster001|200519|311-489|8373|62_cluster_SspCNQ329.cluster001-3214-Item13-Cond-Item14-A_nme-fhorn_Fill_0,450
450:40,T,'62',40@0.62;40,S,'33','58'@1:33_cluster_SspCNQ509|646e66|311-489|4383|33_cluster_SspCNQ509-1692-Item14-Cond-Item15-A_trp_Fill_0,58_cluster_WAC06738cluster004|9587f7|297-475|7844|58_cluster_WAC06738cluster004-3021-Item11-Cond-Item12-A_trp_Fill_0
446:41,S,37,40@0.62;37,SL,'63',35@0.31;35,S,'65',33@0.69:65_cluster_SspCNT371.cluster001|19b0b6|311-489|8771|65_cluster_SspCNT371.cluster001-3382-Item14-Cond-Item15-A_d-trp_Fill_0,445
445:35,S,'65',33@0.69;33,T,'63',33@0.69:63_cluster_SspCNQ525.cluster001|a42d5d|311-489|8470|63_cluster_SspCNQ525.cluster001-3270-Item14-Cond-Item15-A_nme-fhorn_Fill_0,444
444:33,T,'63',33@0.69;33,S,'66','64'@1:66_cluster_SspCNY243.cluster001|ca1de8|325-503|8930|66_cluster_SspCNY243.cluster001-3436-Item14-Cond-Item15-A_d-trp_Fill_0,64_cluster_SspCNQ865.cluster001|e38985|311-489|8674|64_cluster_SspCNQ865.cluster001-3326-Item14-Cond-Item15-A_nme-fhorn_Fill_0
439:24,S,22,'47'@0.49;22,S,14,21@1:13_cluster_AspOK074cluster1|ff28ca|3400-3580|1725|13_cluster_AspOK074cluster1-690-Item26-Cond-Item27-A_tyr_Fill_0,438
438:22,S,14,21@1;21,S,20,17@1:31_cluster_SluteocolorNRBC13826|dfb632|3385-3565|4128|31_cluster_SluteocolorNRBC13826-1610-Item31-Cond-Item32-A_tyr_Fill_0,437
437:21,S,20,17@1;17,S,'35','50'@1:35_cluster_SspNRRLS1521-3|3cb15a|2323-2503|4674|35_cluster_SspNRRLS1521-1-1759-Item6-Cond-Item7-A_tyr_Fill_0,50_cluster_WAC01529|9b5162|3439-3619|6699|50_cluster_WAC01529-2567-Item27-Cond-Item28-A_tyr_Fill_0
31_cluster_SluteocolorNRBC13826|dfb632|3385-3565|4128|31_cluster_SluteocolorNRBC13826-1610-Item31-Cond-Item32-A_tyr_Fill_0:21,S,20,17@1;20,SL,'32','31'@1
13_cluster_AspOK074cluster1|ff28ca|3400-3580|1725|13_cluster_AspOK074cluster1-690-Item26-Cond-Item27-A_tyr_Fill_0:22,S,14,21@1;14,SL,12,'13'@1
432:28,S,27,24@1;27,T,27,106@0.35:372,431
431:27,T,27,106@0.35;106,T,106,53@0.31:427,430
430:106,T,106,53@0.31;53,SL,'28',51@0.62;51,S,49,'48'@0.31:02_cluster_A47934|3c365b|3309-3487|180|02_cluster_A47934-65-Item24-Cond-Item25-A_bht_Fill_0,48_cluster_WAC1424cluster109|2a4bff|3324-3503|6345|48_cluster_WAC1424cluster109-2483-Item11-Cond-Item10-A_tyr_Fill_0
02_cluster_A47934|3c365b|3309-3487|180|02_cluster_A47934-65-Item24-Cond-Item25-A_bht_Fill_0:51,S,49,'48'@0.31;49,TL,49,'02'@0.31
427:106,T,106,53@0.31;106,S,'10',104@0.62:421,426
426:106,S,'10',104@0.62;104,S,'39','60'@1:39_cluster_UK68597|e5e4cd|3317-3499|5129|39_cluster_UK68597-1912-Item21-Cond-Item22-A_bht|tyr_Fill_0,425
425:104,S,'39','60'@1;'60',T,'60','10'@1:60_cluster_AsubtropicusNRRLB24665|294514|3308-3486|8088|60_cluster_AsubtropicusNRRLB24665-3100-Item21-Cond-Item22-A_bht_Fill_0,10_cluster_ArectNRRLB16090|9ee539|3270-3448|1329|10_cluster_ArectNRRLB16090-520-Item16-Cond-Item17-A_bht_Fill_0
421:106,S,'10',104@0.62;'10',T,'10',97@0.62:07_cluster_AkerFH1893nogabecin|5b689a|3304-3482|912|07_cluster_AkerFH1893nogabecin-340-Item20-Cond-Item21-A_bht_Fill_0,420
420:'10',T,'10',97@0.62;97,S,93,96@0.93:398,419
419:97,S,93,96@0.93;96,T,53,96@0.93:401,418
418:96,T,53,96@0.93;96,T,96,85@0.47:404,417
417:96,T,96,85@0.47;85,T,100,85@0.53:407,416
416:85,T,100,85@0.53;85,S,84,81@1:03_cluster_AalbaDSM44262|311e81|3287-3467|304|03_cluster_AalbaDSM44262-96-Item20-Cond-Item21-A_bht_Fill_0,415
415:85,S,84,81@1;81,T,'11',81@0.99:11_cluster_AregGY080|ac6242|3302-3482|1512|11_cluster_AregGY080-602-Item20-Cond-Item21-A_bht_Fill_0,414
414:81,T,'11',81@0.99;81,S,'09',79@0.99:09_cluster_AOHO0100074|ca1b25|3296-3476|1197|09_cluster_AOHO0100074-462-Item19-Cond-Item20-A_bht|tyr_Fill_0,413
413:81,S,'09',79@0.99;79,SL,78,73@0.99;73,SL,67,72@0.99;72,SL,'07',70@0.99;70,S,'40','51'@1:40_cluster_Vancomycin|aa4140|3289-3469|5231|40_cluster_Vancomycin-1956-Item19-Cond-Item20-A_bht|tyr_Fill_0,51_cluster_WAC4169cluster051|66fb6a|3290-3470|6879|51_cluster_WAC4169cluster051-2638-Item14-Cond-Item13-A_bht_Fill_0
03_cluster_AalbaDSM44262|311e81|3287-3467|304|03_cluster_AalbaDSM44262-96-Item20-Cond-Item21-A_bht_Fill_0:85,S,84,81@1;84,SL,'04','03'@1
407:85,T,100,85@0.53;100,S,'18','26'@1:18_cluster_Chloroeremomycin-1|2871d2|3316-3497|2412|18_cluster_Chloroeremomycin-1-961-Item19-Cond-Item20-A_bht_Fill_0,26_cluster_KaridNRRLB16535chlor|2871d2|3316-3497|3472|26_cluster_KaridNRRLB16535chlor-1355-Item19-Cond-Item20-A_bht_Fill_0
404:96,T,96,85@0.47;96,S,'05','14'@1:05_cluster_AbalhimycinaFH1894|903de1|3316-3496|642|05_cluster_AbalhimycinaFH1894-231-Item19-Cond-Item20-A_bht_Fill_0,14_cluster_Balhimycin|69cf6a|3316-3496|1855|14_cluster_Balhimycin-709-Item19-Cond-Item20-A_bht_Fill_0
401:96,T,53,96@0.93;53,S,51,'28'@0.93:01_cluster_A40926|2105e4|3311-3490|76|01_cluster_A40926-23-Item23-Cond-Item24-A_bht|tyr_Fill_0,28_cluster_NcoxDSM45129|26d899|3312-3491|3746|28_cluster_NcoxDSM45129-1495-Item23-Cond-Item24-A_tyr_Fill_0
01_cluster_A40926|2105e4|3311-3490|76|01_cluster_A40926-23-Item23-Cond-Item24-A_bht|tyr_Fill_0:53,S,51,'28'@0.93;51,SL,'48',49@0.93;49,SL,'71','01'@0.93
398:97,S,93,96@0.93;93,S,'11',91@0.47:376,397
397:93,S,'11',91@0.47;91,S,90,85@0.82:383,396
396:91,S,90,85@0.82;85,SL,84,81@0.82;81,SL,'09',79@0.82;79,S,78,73@1:386,395
395:79,S,78,73@1;73,S,72,67@1:52_cluster_WAC4182cluster089|6721ad|3238-3417|7007|52_cluster_WAC4182cluster089-2741-Item14-Cond-Item13-A_bht_Fill_0,394
394:73,S,72,67@1;67,S,'06',65@1:06_cluster_Ajap-Ristocetin|b7eff3|3239-3418|790|06_cluster_Ajap-Ristocetin-286-Item20-Cond-Item21-A_bht_Fill_0,393
393:67,S,'06',65@1;65,S,'53',63@1:53_cluster_WAC4197cluster073|a35ef6|3239-3418|7192|53_cluster_WAC4197cluster073-2789-Item19-Cond-Item20-A_bht_Fill_0,392
392:65,S,'53',63@1;63,S,'25','27'@1:25_cluster_JPLW01000007|f68926|3239-3418|3313|25_cluster_JPLW01000007-1283-Item20-Cond-Item21-A_bht_Fill_0,27_cluster_KF882511-Ristocetin|f68926|3239-3418|3617|27_cluster_KF882511-Ristocetin-1416-Item20-Cond-Item21-A_bht_Fill_0
52_cluster_WAC4182cluster089|6721ad|3238-3417|7007|52_cluster_WAC4182cluster089-2741-Item14-Cond-Item13-A_bht_Fill_0:73,S,72,67@1;72,TL,72,'52'@1
386:79,S,78,73@1;78,S,76,'55'@1:08_cluster_AlurRistocetin|b5adf0|3239-3418|1060|08_cluster_AlurRistocetin-429-Item14-Cond-Item13-A_bht|tyr_Fill_0,55_cluster_WAC05977|7779c3|3233-3412|7443|55_cluster_WAC05977-2904-Item19-Cond-Item20-A_bht_Fill_0
08_cluster_AlurRistocetin|b5adf0|3239-3418|1060|08_cluster_AlurRistocetin-429-Item14-Cond-Item13-A_bht|tyr_Fill_0:78,S,76,'55'@1;76,SL,'52','08'@1
383:91,S,90,85@0.82;90,T,'04',90@0.88:04_cluster_AazureaDSM43854|40c465|3343-3522|506|04_cluster_AazureaDSM43854-159-Item19-Cond-Item20-A_bht_Fill_0,382
382:90,T,'04',90@0.88;90,S,'45',88@1:45_cluster_WAC1376cluster143|89a266|3259-3439|5912|45_cluster_WAC1376cluster143-2261-Item13-Cond-Item12-A_bht_Fill_0,381
381:90,S,'45',88@1;88,S,'44','46'@1:44_cluster_WAC1375|5eeb3d|3267-3450|5692|44_cluster_WAC1375-2129-Item19-Cond-Item20-A_bht|tyr_Fill_0,46_cluster_WAC1416cluster068|d6e140|3264-3447|6103|46_cluster_WAC1416cluster068-2306-Item19-Cond-Item20-A_bht_Fill_0
